Fund,Primary Location,Investment Sectors,Fund Type,Current Fund Size,Stage Invested,Average check size,State (if U.S.),Investment Geography,Info,URL,Linkedin,Country
Unicorn Growth Capital,New York,Fintech,Institutional Venture Capital (VC),,"Series A,Seed,Series B",$3MM,NY,Africa,,https://unicorngrowth.vc,https://www.linkedin.com/company/unicorn-growth-capital,United States
Union Square Ventures,New York,"Networks,Consumer,AI/ML,Fintech,Education,Healthcare,Marketplaces,Technology",Institutional Venture Capital (VC),$175MM,"Seed,Series A,Series B,Growth","$1-$3MM,
 $3-9MM,
 $10MM+, $500-$1MM,
 $1-$3MM,
 $3mm +",NY,,,https://www.usv.com,https://www.linkedin.com/company/union-square-ventures,United States
University Ventures,New York,"Education,Future of Work,HRTech,Blockchain,Cyber,Healthcare,Social Impact","Corporate Venture Capital (CVC),Impact Fund,Institutional Venture Capital (VC)",$250MM,"Growth,Series A,Series B,Seed","$2-5MM (University Ventures), $20-40M (Achieve Partners)",NY,North America,,https://www.uvcpartners.com,https://www.linkedin.com/company/university-ventures,United States
Unreasonable Group,"New York,Boston","AgTech,Blockchain,Clean Tech,Education,Energy,Female Founders,Infrastructure,Sustainability,Social Impact","Angel Syndicate,Impact Fund",N/A - Syndicate Style,"Series A,Series B,Growth","$100K, n/a","NY,MA",Globally,,https://unreasonablegroup.com,https://www.linkedin.com/company/unreasonable,United States
Upper90,"New York,Boston","Technology,Fintech,Crypto,Enterprise,Supply Chain,Commerce,Creator Economy","Institutional Venture Capital (VC),Other",$485M AUM + >$1B in Originations,"Seed,Series A,Series B","$5-10MM, $10M","NY,MA",,,https://www.upper90.com,https://www.linkedin.com/company/upper90,United States
Valar Venturees,New York,"Blockchain,Fintech",Institutional Venture Capital (VC),$2.5BN,"Seed,Series A,Growth,Series B",$40-50MM,NY,"Africa,Europe,Asia,North America",,https://www.valar.com,https://www.linkedin.com/company/valar-ventures-management-llc,United States
Vamos Ventures,"New York,Los Angeles","All Sectors,Fintech,Health,Future of Work,Sustainability","Institutional Venture Capital (VC),Impact Fund",$50MM,"PreSeed,Seed,Series A","$1MM, $500K - $750K","NY,CA",United States,,https://vamosventures.com,https://www.linkedin.com/company/vamosventures,United States
Venture Guides,"Boston,New York","AI/ML,Analytics,Big Data,Cloud,Cyber,Enterprise,DevOps,Future of Work,Hardware,Infrastructure,Networks,SaaS,Software,Security","Institutional Venture Capital (VC),Family Office",$216MM,"Seed,Series A,Growth",$5MM-$9MM,MA,Globally,,https://ventureguides.vc,https://www.linkedin.com/company/venture-guides,United States
Venture University,"San Francisco Bay Area,New York","All Sectors,Healthcare,Frontier Tech,Consumer,Enterprise,Fintech,Supply Chain,Food,Travel,Analytics,Clean Tech,Health,Health Care Services,Mental Health,Wellness","Accelerator Fund,Institutional Venture Capital (VC)","$100M, $2BN, $100MM","Seed,Series A,Series B,PreSeed,Growth","100000, $200K-$400K, $100MM, $200K - $1MM","CA,NY","Globally,United States",,https://venture.university,https://www.linkedin.com/company/the-venture-university,United States
Veranda Venture Partners,New York,"Clean Tech,Data,Consumer,Food,IoT,Logistics,Sustainability,Transportation,Mobility,Technology",Impact Fund,$20MM,"Series A,Seed,Growth",$1-5MM,NY,"North America,LatAm",,https://www.verandavp.com,https://www.linkedin.com/company/verity-venture-partners,United States
Verity Venture Partners,New York,"Beauty,Apparel,Food,Wellness,Commerce,Consumer,Lifestyle",Institutional Venture Capital (VC),$100MM,"Seed,Growth,Series A",$250-1.5MM,NY,Globally,,https://www.verityvp.com,,United States
Verlinvest,New York,Consumer,Family Office,,Growth,,NY,Globally,,https://www.verlinvest.com,https://www.linkedin.com/company/verlinvest,United States
Vesey Ventures,New York,"Fintech,Commerce,Data",Institutional Venture Capital (VC),$80MM,"Seed,Series A,Series B",$3MM,NY,United States,,https://www.vesey.vc,https://www.linkedin.com/company/veseyventures,United States
Viewpoint Ventures,New York,"Fintech,Insurtech",Institutional Venture Capital (VC),~$150MM,"Series A,Series B,Seed",$2MM - $10MM,NY,,,https://www.viewpointvc.com,https://www.linkedin.com/company/viewpointventures,United States
Village Capital,"San Francisco Bay Area,Washington DC,Boston,Chattanooga,New York",All Sectors,"Institutional Venture Capital (VC),Impact Fund,Other,Revenue Based Fund,Accelerator Fund,Foundation","$18M, $3MM, I am not sure","Seed,Series A,PreSeed","100000, NA, $250K-$500K, $250k, $150k, $50k","CA,DC,MA,TN,NY","Globally,LatAm,Europe,Africa,Asia,North America,United States,Middle East",,https://www.villagecapital.com,https://www.linkedin.com/company/village-capital,"United States, United States, Kenya, India, Mexico, United Kingdom"
Vine Ventures,"San Francisco Bay Area,New York","Biopharma,Biotech,Medtech,Diagnostics,Health,Life Sciences,Mental Health,Wellness,SaaS,Fintech,Insurtech",Institutional Venture Capital (VC),"$25MM, $243M","Seed,PreSeed,Series A","$500k, $3M","CA,NY","United States,Europe,North America,LatAm,Other (please specify)",,https://www.vinevc.com,https://www.linkedin.com/company/vine-ventures-l-p,United States
Virgin Management,New York,"Consumer,Travel,Fintech,Music,Entertainment,Healthcare",Corporate Venture Capital (CVC),,"Series A,Series B",$1-$3MM,NY,,,https://www.virgin.com/about-us/virgin-management,https://www.linkedin.com/company/virgin,United States
Visionary Ventures,New York,All Sectors,Other,,"Seed,Series A,Series B,Growth",$1.1MM,NY,,,https://www.visionaryvc.com,https://www.linkedin.com/company/visionary-ventures-fund,United States
Vista Equity Partners,"San Francisco Bay Area,New York","Enterprise,Software",Growth Equity,,Growth,$30MM - $400MM,"CA,NY","United States,Europe,Other (please specify)",,https://www.vistaequitypartners.com,https://www.linkedin.com/company/vista-equity-partners,United States
Vita Ventures,"New York,San Francisco Bay Area","Biotech,Food,Software,Sustainability,Supply Chain,AI/ML,Materials,Technology,SaaS",Institutional Venture Capital (VC),"Target $30M, $30MM","PreSeed,Seed,Series A","$500K - $1M, $250K-$1MM","NY,CA","Europe,North America,LatAm","We focus on early stage Food Tech - software,  biotech,  food & materials sciences",https://vita.ventures,https://www.linkedin.com/company/vita-ventures,United States
VNS Health,New York,"Health,Health Care Services,Mental Health,Healthcare",Corporate Venture Capital (CVC),,"Seed,PreSeed,Series A",$250k-$2MM,NY,United States,,https://www.vnshealth.org,https://www.linkedin.com/company/vns-health,United States
Volta Circle,New York,"Sustainability,Food,AgTech,Biotech,Health,Wellness,Femtech,Supply Chain,Materials,Manufacturing,Fashion,Apparel,Beauty,Retail,Commerce,Frontier Tech,Energy,Clean Tech,Transportation,Future of Work,Education,Silver Tech,Technology,Enterprise,Consumer",Family Office,,"Seed,Series A,Series B,Growth",$500k – $5MM,NY,Globally,,https://voltacircle.com,https://www.linkedin.com/company/voltacircle,United States
VU Venture Partners,"New York,San Francisco Bay Area,Chicago,Los Angeles,Denver,Austin,Yerevan,Atlanta,Washington DC,Seattle","Consumer,Healthcare,Fintech,Frontier Tech,Enterprise,Fitness,Food,Fashion,Lifestyle,PropTech,All Sectors,Future of Work,Analytics,Big Data,AgTech,Creator Economy,AI/ML,Clean Tech,SaaS,Wellness,Beauty,Biotech,Commerce,Health","Institutional Venture Capital (VC),Accelerator Fund,Family Office,Other,Growth Equity,University Affiliated Fund,Angel Syndicate","$100MM, $80MM, $180MM AUM, $100M, $20M","Seed,Series A,Series B,PreSeed,Growth","$100M-$1M, $250K, $300k, $100k - $1M in initial round, up to $10M in follow-on rounds, $50-250k, $200-400k, $200K - $1M, Initial: $500K, Follow-on: up to $10M, $200K-$500K, $100k, $400k, $500K","NY,CA,IL,CO,TX,GA,DC","Globally,North America,United States,Africa,Europe,LatAm","Invest with VU Venture Partners and individually as a Family Office, Strong interest in enterprise and healthcare.",https://www.vuventurepartners.com,https://www.linkedin.com/company/vu-venture-partners,"United States, Armenia, United States"
W Fund,"New York,Washington DC","All Sectors,Female Founders",Institutional Venture Capital (VC),"$25MM Target, $48MM","PreSeed,Seed,Series A,Series B",$250K,"NY,DC","Globally,North America,Europe",Fund stemming from Women 2.0.,https://www.thewfund.com,https://www.linkedin.com/company/w-fund,United States
Walentas Family Fund,New York,All Sectors,"Impact Fund,Family Office",$1M,"PreSeed,Seed",$25K - $100K,NY,United States,,https://www.walentasfund.org,https://www.linkedin.com/company/walentas-family-foundation,United States
Warburg Pincus,New York,"Technology,Supply Chain,Education,HRTech,Future of Work,Workforce,Logistics",Growth Equity,,Growth,$100M+,NY,North America,,https://www.warburgpincus.com,https://www.linkedin.com/company/warburg-pincus,United States
Waterpoint Lane,New York,"AgTech,Female Founders,Social Impact",Growth Equity,,Growth,$5MM,NY,North America,,https://www.waterpointlane.com,https://www.linkedin.com/company/waterpoint-lane,United States
Watershed Ventures,New York,"Healthcare,Health Care Services,Fintech,Clean Tech,Blockchain,Diversity,Wellness,Workforce,AI/ML,Care Economy,Creator Economy,Female Founders,Government,Infrastructure",Institutional Venture Capital (VC),,"Seed,Series A,Series B",$200K to $1MM,NY,,,https://www.watershedventures.com,https://www.linkedin.com/company/watershed-ventures-llc,United States
Wavemaker 360,New York,"Diagnostics,Health,Health Care Services,Healthcare,Femtech,Medtech,Mental Health,Silver Tech,Wellness",Institutional Venture Capital (VC),$100MM,"Seed,Series A",$1.5MM,NY,United States,,https://www.wavemaker360.com,https://www.linkedin.com/company/wavemaker360,United States
Wellington Climate Innovation,"Boston,New York","AgTech,Food,Energy,Mobility,Industrial,Clean Tech,Construction Tech,All Sectors","Growth Equity,Institutional Venture Capital (VC),Impact Fund",$250MM,"Growth,Series B","$10-50MM, $15MM-$20MM, $20MM","MA,NY","North America,Europe",,https://www.wellington.com/en/climate-innovation-fund,https://www.linkedin.com/company/wellington-management,United States
Wells Fargo Strategic Investments,"New York,San Francisco Bay Area","AI/ML,Analytics,Big Data,Blockchain,Cloud,Cyber,Data,Data Services,Enterprise,Fintech,SaaS,Risk Management,Software,Crypto","Corporate Venture Capital (CVC),Growth Equity",Balance sheet investment,"Series A,Series B,Growth","$5MM-15MM, $5-30MM","NY,CA","North America,Europe",,https://www.wellsfargo.com/com/strategic-capital,https://www.linkedin.com/company/wellsfargo,United States
WestCap,"San Francisco Bay Area,New York","Blockchain,Health,Crypto,PropTech,Fintech,Construction Tech,Insurtech,Marketplaces,UrbanTech,Mobility,Adtech,AI/ML,AgTech,Clean Tech,Cyber,Data,Healthcare,HRTech,Future of Work,Software,Supply Chain,Travel,Analytics,Big Data,Cloud,Communication,Technology,SaaS,Consumer",Growth Equity,"$2.25BN, $2.3BN","Growth,Series B","$50MM, $30MM-$100MM, $30MM - $100MM, $40MM","CA,NY","Globally,United States,Europe,North America,Asia",,https://www.westcap.com,https://www.linkedin.com/company/westcapgroup,United States
Western Technology Investment,"San Francisco Bay Area,New York",All Sectors,"Institutional Venture Capital (VC),Other",$500MM,"Seed,Series A,Series B,Growth,PreSeed","Less than $250k,
 $250-500k,
 $500-$1MM,
 $1-$3MM,
 $3-9MM,
 $10MM+, $1MM, $5MM","CA,NY",Globally,"WTI is a venture debt fund,  but we can also can write equity checks",https://www.westerntech.com,https://www.linkedin.com/company/western-technology-investment,United States
Wheatear Capital,New York,"Fintech,Healthcare",Other,,PreSeed,$250K,NY,"North America,Africa",,https://wheatearcapital.com,https://www.linkedin.com/company/wheatear-capital,United States
Wheelhouse 360,New York,"Beauty,Consumer,Commerce,Content,Entertainment,Fintech,Femtech,Fitness,Food,Marketplaces,Technology,Wellness",Growth Equity,,"Series B,Growth",$5MM,NY,North America,,https://wheelhouse360.com,https://www.linkedin.com/company/wheelhouse-360-firm,United States
White Road Investments,"San Diego,New York","Consumer,Wellness,Food,Fitness,Health,Social Impact,Sustainability,AgTech,Commerce","Family Office,Growth Equity",,"Growth,Series A,Series B,Seed","$3MM, $2MM","CA,NY","United States,Globally",,https://whiteroadinvestments.com,https://www.linkedin.com/company/white-road-investments,United States
Will Ventures,New York,"Consumer,Wellness,Digital Media,Enterprise,Entertainment,Media,Esports,Health,Technology,Mental Health",Institutional Venture Capital (VC),Fund II - $150M,"Seed,Series A",$2M - $5M,NY,Globally,,https://www.willventures.com,https://www.linkedin.com/company/will-ventures,United States
Wilshire Lane Capital,New York,"Technology,SaaS,Female Founders,Web3,Consumer,Construction Tech,Medtech",Institutional Venture Capital (VC),,"PreSeed,Seed,Series B,Series A",$15MM,NY,,,https://wilshirelanecapital.com/,https://www.linkedin.com/company/wilshire-lane-capital/,United States
Windham Venture Partners,New York,"Healthcare,Health,Mental Health,Health Care Services,Medtech",Institutional Venture Capital (VC),,"Series A,Series B",$1-3MM,NY,,,https://www.windhamventure.com,https://www.linkedin.com/company/windham-capital-partners,United States
WInklevoss Capital,New York,"Technology,Crypto,Consumer",Family Office,$35M,"PreSeed,Seed,Series A","Less than $250k,
$250-500k, $150K",NY,Globally,,https://winklevosscap.com,https://www.linkedin.com/company/winklevoss-capital,United States
Winnipeg Ventures,New York,"Education,Future of Work,Workforce,Care Economy","Institutional Venture Capital (VC),Impact Fund",Winnipeg: $1M Raising $40M,"Seed,Series A,PreSeed",$250K,NJ,"LatAm,United States",Currently building the first Edtech and Future of Work fund for LATAM.,https://winnipeg.ventures,https://www.linkedin.com/company/winnipegventures,United States
Wireframe Ventures,New York,All Sectors,Institutional Venture Capital (VC),$100MM AUM,"PreSeed,Seed","$0.5-$2M, $250K - $2MM",NY,United States,,https://www.wireframe.vc,https://www.linkedin.com/company/wireframe-ventures,United States
Wisdom Ventures Fund,"San Francisco Bay Area,New York",All Sectors,Institutional Venture Capital (VC),"$10MM, $10M","Seed,Series A,Series B,PreSeed","$250k, $100k-$250k, $100-250k","CA,NY",Globally,"www.wisdomventuresfund.com, ",https://wisdomvc.co,https://www.linkedin.com/company/wisdom-ventures,United States
WndrCo,New York,"Wellness,Beauty,Commerce,Care Economy,Community,Content,Consumer,Entertainment,Education,Family Tech,Mobile Apps,Retail,Software,Technology,Femtech,Marketplaces",Growth Equity,$1.7BN,"Series A,Series B,Growth,Seed",$10MM - $15MM,NY,United States,,https://wndrco.com,https://www.linkedin.com/company/wndrco,United States
WOCStar Fund,"New York,San Diego","All Sectors,Diversity,Fashion,Retail,IoT,Technology,AgTech",Impact Fund,Raising,"Seed,Growth",$300k,"NY,CA","North America,Globally,United States,LatAm,Asia,Africa",We invest in rockstars.... Women of Color (WOC) Tech startups!,https://www.wocstarfund.com,https://www.linkedin.com/company/wocstar,United States
Work Bench,New York,"Enterprise,AI/ML,Analytics,Big Data,Cloud,Cyber,DevOps,HRTech,Infrastructure,Software",Institutional Venture Capital (VC),$125MM,"Series A,Series B,Seed,PreSeed",$3MM - $6MM,NY,"North America,United States",,https://www.work-bench.com,https://www.linkedin.com/company/work-bench,United States
Wunderkind Ventures,New York,"Retail,Apparel,Beauty,Commerce,Fashion,Femtech,PetTech,Technology",Venture Studio,,Growth,$500k,NY,United States,,https://www.wunderkind.vc,https://www.linkedin.com/company/bewunderkind,United States
XN,New York,Software,"Evergreen Fund,Growth Equity",$2.5BN,Growth,$50MM,NY,North America,,https://www.xn.com,https://www.linkedin.com/company/xn,United States
